mensaje,numero,my_sto,sto,cfo,snr,crc_error,previous_overflow_sum
"80M 8MSPS:054",54,-1.90891e-06,106.761,-0.166765,5.23654,0,0
"80M 8MSPS:055",55,-2.74346e-06,76.657,-0.192477,6.25187,0,0
"80M 8MSPS:056",56,3.04213e-06,64.3802,-0.184782,2.40641,0,1
"80M 8MSPS:057",57,2.58956e-08,23.0031,-0.161987,-8.35679,0,0
"80M 8MSPS:058",58,3.57994e-06,85.4474,-0.185688,5.94161,0,0
"rx msg: 80M 8LS",-1,1.16778e-06,70.1459,-0.177555,7.96007,1,2
"80M 8MSPS:060",60,1.1388e-07,100.014,-0.176581,9.03914,0,0
"80M 8MSPS:061",61,2.20776e-06,89.2759,-0.186697,6.39343,0,0
"80M 8MSPS:062",62,2.60101e-06,21.325,-0.183257,7.19788,0,1
"80M 8MSPS:063",63,2.142e-06,95.2676,-0.185938,6.17145,0,0
"80M 8MSPS:064",64,1.92319e-06,19.2403,-0.184794,0.807126,0,2
"80M 8MSPS:065",65,-3.07722e-07,17.9614,-0.184033,4.56351,0,0
"80M 8MSPS:066",66,-2.00198e-06,27.7496,-0.186994,5.95285,0,0
"80M 8MSPS:067",67,-2.39782e-06,96.7002,-0.173602,-3.85207,0,0
"80M 8MSPS:068",68,2.45565e-07,40.0306,-0.186153,-0.18408,0,0
"80M 8MSPS:069",69,3.63305e-06,95.454,-0.184206,1.46324,0,0
"80M 8MSPS:070",70,1.60503e-06,77.2005,-0.177983,4.51455,0,0
"80M 8MSPS:071",71,-2.33931e-06,52.7075,-0.168549,0.719336,0,0
"80M 8MSPS:072",72,-2.5082e-06,83.6864,-0.192972,0.890092,0,0
"80M 8MSPS:073",73,-2.53053e-06,38.6836,-0.188173,1.44693,0,0
"80M 8MSPS:074",74,2.82748e-06,20.3533,-0.18641,1.1674,0,0
"80M 8MSPS:075",75,2.47056e-06,6.30872,-0.164765,-9.31799,0,0
"80M 8MSXS:076",76,-2.20492e-06,34.7243,-0.209003,-7.66719,1,0
"80M 8MSPS:077",77,1.96772e-08,98.0024,-0.171466,0.164506,0,0
"80M 8MSPS:079",79,9.49203e-07,16.1185,-0.183983,2.81549,0,0
"80M 8MSPS:080",80,2.80698e-06,87.3508,-0.185218,-2.91364,0,0
"80M 8MSPS:081",81,-2.82518e-06,73.6467,-0.187692,2.01361,0,0
"80M 8MSPS:082",82,-2.60375e-06,12.6744,-0.184455,5.30704,0,0
"80M 8MSPS:083",83,-1.42901e-06,19.8213,-0.180511,2.5525,0,0
"80M 8MSPS:084",84,-1.92767e-06,88.7589,-0.166816,2.91725,0,0
"80M 8MSPS:085",85,-3.91224e-06,88.5109,-0.191424,-2.83726,0,0
"80M 8MSPS:086",86,3.2456e-07,20.0405,-0.184412,-2.65005,0,1
"80M 8MSPS:087",87,2.65275e-08,41.0032,-0.186175,-1.3996,0,0
"80M 8MSPS:088",88,2.61758e-06,114.327,-0.199043,-2.98477,0,1
"80M 8MSPS:089",89,2.70694e-06,18.3383,-0.179898,1.00549,0,0
"80M 8MSPS:090",90,2.64938e-06,99.3311,-0.179648,-4.34651,0,0
"80M 8MSPS:091",91,-2.26188e-06,71.7172,-0.167085,-4.05793,0,1
"80M 8MSPS:092",92,-2.88804e-06,114.639,-0.194643,5.86066,0,0
"80M 8MSPS:093",93,2.72025e-07,96.0339,-0.176455,-3.32757,0,0
"80M 8MSPS:094",94,3.59093e-06,103.449,-0.184712,0.203154,0,1
"80M 8MSPS:095",95,-8.83897e-07,12.8894,-0.182225,5.09973,0,0
"80M 8MSPS:096",96,3.13695e-06,54.392,-0.181492,4.49549,0,0
"80M 8MSPS:097",97,1.75666e-06,69.2195,-0.180814,7.09387,0,0
"80M 8MSPS:098",98,1.56453e-06,32.1955,-0.186059,-0.658616,0,0
"80M 8MSPS:099",99,-1.15121e-05,18.5603,-1.17854,3.54597,0,0
"80M 8MSPS:0100",100,-1.43601e-06,57.8204,-0.167761,7.6,0,0
"80M 8MSPS:0101",101,-2.22699e-07,33.9721,-0.18106,1.68941,0,1
"80M 8MSPS:0102",102,-1.14636e-06,101.857,-0.171882,3.15491,0,0
"80M 8MSPS:0103",103,-1.49355e-06,29.8132,-0.181467,1.87436,0,0
