mensaje,numero,my_sto,sto,cfo,snr,crc_error,previous_overflow_sum
"80M 4MSPS:073",73,5.36518e-07,11.067,-0.174041,8.24811,0,0
"80M 4MSPS:074",74,-2.91748e-06,49.6352,-0.161998,4.60453,0,0
"80M 4MSPS:075",75,7.02457e-07,38.0877,-0.173889,8.70004,0,0
"80M 4MSPS:076",76,-1.29746e-06,26.8377,-0.173905,2.74439,0,0
"80M 4MSPS:077",77,2.74635e-06,94.3432,-0.175267,2.45647,0,0
"80M 4MSPS:078",78,1.7888e-06,68.2235,-0.165043,-1.56699,0,0
"80M 4MSPS:079",79,-2.67321e-06,89.6657,-0.182554,5.90747,0,0
"80M 4MSPS:080",80,-1.37813e-06,123.828,-0.167889,6.10112,0,0
"80M 4MSPS:081",81,6.53985e-08,45.0081,-0.18121,-4.97681,0,0
"80M 4MSPS:082",82,1.70355e-07,87.0212,-0.172457,6.58784,0,0
"80M 4MSPS:083",83,-1.70709e-06,80.7865,-0.159872,6.05163,0,0
"80M 4MSPS:085",85,6.43859e-07,111.08,-0.170006,4.61991,0,0
"80M 4MSPS:086",86,-7.13029e-07,0.910769,-0.175649,4.41389,0,0
"80M 4MSPS:087",87,1.6012e-06,65.2001,-0.174402,8.84046,0,0
"80M 4MSPS:088",88,-1.56366e-06,9.80444,-0.170885,5.43716,0,0
"80M 4MSPS:089",89,5.3836e-07,49.0672,-0.166931,4.38276,0,0
"80M 4MSPS:090",90,-1.10717e-05,116.615,-1.18474,6.46742,0,0
"80M 4MSPS:091",91,-1.58861e-06,64.8013,-0.163161,9.16492,0,0
"80M 4MSPS:092",92,3.77747e-06,62.4721,-0.179487,4.70231,0,0
"80M 4MSPS:093",93,-2.28013e-06,111.715,-0.156528,-0.387652,0,0
"80M 4MSPS:094",94,3.85564e-06,80.4818,-0.179686,11.0905,0,0
"80M 4MSPS:095",95,3.26668e-06,126.408,-0.179243,4.69347,0,0
"80M 4MSPS:096",96,2.14724e-06,43.2683,-0.176633,6.07,0,0
"80M 4MSPS:097",97,-1.68261e-06,106.79,-0.16752,-6.82057,0,0
"80M 4MSPS:098",98,-7.08622e-07,13.9113,-0.172109,0.715522,0,0
"80M 4MSPS:099",99,-2.16294e-06,54.7295,-0.170878,3.99053,0,0
"80M 4MSPS:0100",100,3.58521e-06,86.4481,-0.1767,1.45277,0,0
"80M 4MSPS:0101",101,-2.6226e-06,60.6721,-0.195818,6.88534,0,0
"80M 4MSPS:0102",102,2.26736e-06,31.2833,-0.176942,6.46615,0,0
