mensaje,numero,my_sto,sto,cfo,snr,crc_error,previous_overflow_sum,k_hat,k_hat2,espacios
"120M8MBPS:076",76,,1241.89,-1.50784,-1.27409,0,0,1240,933,58
"120M8MBPS:078",78,,4068.11,-1.47686,-5.20478,0,4,4067,4066,254
"120M8MBPS:079",79,,3922.13,-1.55449,-5.13569,0,0,3920,12855,803
"120M8MBPS:080",80,,972.315,-2.49357,-1.30903,0,1,970,63948,3996
"120M8MBPS:081",81,,852.397,-1.51263,2.45511,0,0,850,16018,1001
"rx msg: 120�MBQSi�03",-1,,2020.6,-317.497,-21.0144,1,0,1705,21657,1353
"120M8MBPS:084",84,,3524.68,-2.47379,-3.2468,0,0,3523,27110,1694
"120M8MBPS:085",85,,628.794,-1.50236,2.6805,0,3,627,36953,2309
"120M8MBPS:087",87,,18.93,-2.48735,8.53322,0,8,17,30902,1931
"rx msg: 12�^���GnP��",-1,,2174.61,-1.46577,-5.80476,1,5,2174,7988,499
"120M8MBPS:090",90,,391.086,-1.47935,3.89167,0,11,390,5279,329
"120M8MBPS:092",92,,2376.64,-1.42941,0.347899,0,14,2376,59309,3706
"120M8MBPS:093",93,,736.805,-1.39308,0.823533,0,8,736,8396,524
"120M8MBPS:094",94,,701.325,-1.45419,-0.753366,0,15,700,38911,2431
"120M8MBPS:096",96,,914.814,-1.40843,-1.16088,0,23,914,54033,3377
"120M8MBPS:098",98,,1110.95,-1.42051,-0.744631,0,7,1110,15551,971
"120M8MBPS:099",99,,58.8784,-2.42504,0.579146,0,0,57,1000,62
"120M8MBPS:0100",100,,505.318,-1.39749,7.46953,0,4,504,49939,3121
"120M8MBPS:0101",101,,4056.33,-1.41594,-3.68815,0,1,4055,47252,2953
"120M8MBPS:0102",102,,1508.17,-2.41745,-4.30763,0,0,1506,51924,3245
"120M8MBPS:0103",103,,433.935,-1.53212,1.52519,0,0,432,42735,2670
"120M8MBPS:0104",104,,2325.58,-1.47804,-0.764421,0,0,2325,26604,1662
"120M8MBPS:0105",105,,1975.47,-1.58239,-1.26531,0,0,1973,58038,3627
