mensaje,numero,my_sto,sto,cfo,snr,crc_error,previous_overflow_sum
"40M 8MSPS:056",56,2.84483e-06,6.3555,-0.184683,20.0889,0,0
"40M 8MSPS:057",57,3.08485e-06,108.385,-0.187554,19.9553,0,0
"40M 8MSPS:058",58,6.76774e-07,14.0845,-0.184214,20.0743,0,1
"40M 8MSPS:059",59,-1.58031e-06,84.8024,-0.174105,20.2319,0,0
"40M 8MSPS:060",60,-7.07169e-09,34.999,-0.179462,20.2679,0,0
"40M 8MSPS:061",61,-2.46713e-06,35.6915,-0.175335,20.1056,0,0
"40M 8MSPS:062",62,-1.1805e-05,2.52369,-1.18544,20.116,0,0
"40M 8MSPS:063",63,2.51492e-06,43.3143,-0.188843,20.1229,0,0
"40M 8MSPS:064",64,-1.50269e-06,10.8121,-0.185785,20.052,0,0
"40M 8MSPS:065",65,-6.81101e-07,48.9148,-0.180858,20.104,0,0
"40M 8MSPS:066",66,-3.46971e-06,45.5662,-0.194043,20.2514,0,0
"40M 8MSPS:067",67,6.04355e-07,38.0754,-0.181972,20.1214,0,0
"40M 8MSPS:068",68,-6.28431e-08,24.992,-0.186966,20.0488,0,0
"40M 8MSPS:069",69,7.85121e-07,85.098,-0.185533,20.1698,0,0
"40M 8MSPS:070",70,3.06821e-06,9.38342,-0.186107,20.3378,0,0
"40M 8MSPS:071",71,1.33266e-06,89.1665,-0.186102,20.3315,0,0
"40M 8MSPS:072",72,-2.53613e-06,75.6829,-0.196968,20.1131,0,0
"40M 8MSPS:073",73,-2.74349e-07,107.966,-0.177435,20.1396,0,0
"40M 8MSPS:074",74,7.44885e-07,115.093,-0.181751,20.1871,0,0
"40M 8MSPS:075",75,9.11353e-07,121.114,-0.181754,20.0448,0,0
"40M 8MSPS:076",76,2.35103e-06,88.2938,-0.187912,20.0071,0,0
"40M 8MSPS:077",77,-3.11887e-06,50.61,-0.193134,20.1786,0,0
"40M 8MSPS:078",78,-1.85005e-06,27.7686,-0.172342,19.8146,0,0
"40M 8MSPS:079",79,2.74233e-06,126.343,-0.190792,20.0571,0,0
"40M 8MSPS:080",80,-3.24927e-06,99.5937,-0.194208,20.1805,0,0
"40M 8MSPS:081",81,3.65079e-06,23.4562,-0.192519,20.1385,0,1
"40M 8MSPS:082",82,7.5487e-07,127.094,-0.18301,20.0278,0,0
"40M 8MSPS:083",83,-2.7039e-06,84.6619,-0.200517,20.1586,0,0
"40M 8MSPS:084",84,-1.2856e-06,110.839,-0.177102,19.7704,0,0
"40M 8MSPS:085",85,6.78616e-07,35.0847,-0.178271,20.0301,0,1
"40M 8MSPS:086",86,-2.84588e-06,58.6442,-0.193785,20.1229,0,0
"40M 8MSPS:087",87,-2.58295e-06,59.677,-0.193842,20.029,0,0
"40M 8MSPS:088",88,-2.51489e-08,3.99675,-0.18426,20.1347,0,1
"40M 8MSPS:089",89,-2.54564e-06,54.6817,-0.171521,20.0871,0,1
"40M 8MSPS:090",90,-1.12315e-05,115.595,-1.19643,16.0057,0,0
"40M 8MSPS:091",91,3.57608e-06,125.447,-0.189571,20.1762,0,0
"40M 8MSPS:092",92,3.10463e-06,36.388,-0.19472,20.1753,0,0
"40M 8MSPS:093",93,2.93381e-06,95.3666,-0.190361,20.2576,0,0
"40M 8MSPS:094",94,-7.71986e-08,13.9902,-0.180134,20.1372,0,0
"40M 8MSPS:095",95,-7.22934e-07,9.90953,-0.180916,20.0701,0,1
"40M 8MSPS:096",96,-1.33038e-06,10.8336,-0.176133,20.0282,0,0
"40M 8MSPS:097",97,8.43522e-08,21.0104,-0.18611,19.8886,0,0
"40M 8MSPS:098",98,1.11874e-06,4.13973,-0.190192,20.1808,0,1
"40M 8MSPS:099",99,-3.34733e-06,85.5815,-0.194959,20.3698,0,0
"40M 8MSPS:0100",100,-3.48753e-06,91.5639,-0.189042,20.3083,0,1
"40M 8MSPS:0101",101,-7.26157e-07,102.909,-0.180243,20.3763,0,0
"40M 8MSPS:0102",102,1.78952e-06,44.2236,-0.184686,19.9849,0,0
